,btc_price,btc_holdings,mstr_prc_adj,shares,debt_total_usd,rf_rate,asset_btc_usd,nav_raw,nav,nav_clip,equity_value,premium,btc_per_share,is_nav_nonpositive,is_nav_tiny
2023-06-24,30527.43,140000.0,329.11,10995000.0,2241733000.0,0.051500000000000004,4273840200.0,2032107200.0,2032107200.0,2032107200.0,3618564450.0,0.5770041021829782,0.01273306048203729,False,False
2023-06-25,30462.66,140000.0,329.11,10995000.0,2241733000.0,0.051500000000000004,4264772400.0,2023039400.0,2023039400.0,2023039400.0,3618564450.0,0.5814763523915241,0.01273306048203729,False,False
2023-06-26,30267.99,140000.0,305.74,10995000.0,2241733000.0,0.0524,4237518600.0,1995785600.0,1995785600.0,1995785600.0,3361611300.0,0.5213826553072486,0.01273306048203729,False,False
2023-06-27,30692.44,152333.0,324.88,10995000.0,2241733000.0,0.0519,4675471462.5199995,2433738462.5199995,2433738462.5199995,2433738462.5199995,3572055600.0,0.38371269132798164,0.01385475216007276,False,False
2023-06-28,30077.41,152333.0,325.61,10995000.0,2241733000.0,0.0518,4581782097.53,2340049097.5299997,2340049097.5299997,2340049097.5299997,3580081950.0,0.4252137802121438,0.01385475216007276,False,False
2023-06-29,30447.31,152333.0,340.255,10995000.0,2241733000.0,0.052000000000000005,4638130074.2300005,2396397074.2300005,2396397074.2300005,2396397074.2300005,3741103725.0,0.44541429120063947,0.01385475216007276,False,False
2023-06-30,30472.0,152333.0,342.42,10995000.0,2242256000.0,0.051699999999999996,4641891176.0,2399635176.0,2399635176.0,2399635176.0,3764907900.0,0.4504066830020502,0.01385475216007276,False,False
2023-07-01,30585.9,152333.0,342.42,10995000.0,2242256000.0,0.051699999999999996,4659241904.7,2416985904.7,2416985904.7,2416985904.7,3764907900.0,0.44320212883047194,0.01385475216007276,False,False
2023-07-02,30617.03,152333.0,342.42,10995000.0,2242256000.0,0.051699999999999996,4663984030.99,2421728030.99,2421728030.99,2421728030.99,3764907900.0,0.44124205106135417,0.01385475216007276,False,False
2023-07-03,31156.2,152333.0,377.84,10995000.0,2242256000.0,0.0521,4746117414.6,2503861414.6000004,2503861414.6000004,2503861414.6000004,4154350799.9999995,0.5063220645132502,0.01385475216007276,False,False
2023-07-04,30766.51,152333.0,377.84,10995000.0,2242256000.0,0.0521,4686754767.83,2444498767.83,2444498767.83,2444498767.83,4154350799.9999995,0.5303160716341024,0.01385475216007276,False,False
2023-07-05,30504.81,152333.0,378.11,10995000.0,2242256000.0,0.0521,4646889221.7300005,2404633221.7300005,2404633221.7300005,2404633221.7300005,4157319450.0,0.5474731182311088,0.01385475216007276,False,False
2023-07-06,29895.43,152333.0,376.55,10995000.0,2242256000.0,0.052300000000000006,4554060538.19,2311804538.1899996,2311804538.1899996,2311804538.1899996,4140167250.0,0.5827077806410828,0.01385475216007276,False,False
2023-07-07,30344.7,152333.0,380.74,10995000.0,2242256000.0,0.052199999999999996,4622499185.1,2380243185.1000004,2380243185.1000004,2380243185.1000004,4186236300.0,0.5645994114252803,0.01385475216007276,False,False
2023-07-08,30284.63,152333.0,380.74,10995000.0,2242256000.0,0.052199999999999996,4613348541.79,2371092541.79,2371092541.79,2371092541.79,4186236300.0,0.5684512354805131,0.01385475216007276,False,False
2023-07-09,30160.71,152333.0,380.74,10995000.0,2242256000.0,0.052199999999999996,4594471436.43,2352215436.4300003,2352215436.4300003,2352215436.4300003,4186236300.0,0.5764444495390111,0.01385475216007276,False,False
2023-07-10,30411.57,152333.0,407.71,10995000.0,2242256000.0,0.0525,4632685692.81,2390429692.8100004,2390429692.8100004,2390429692.8100004,4482771450.0,0.6287683448179469,0.01385475216007276,False,False
2023-07-11,30622.1,152333.0,412.3,10995000.0,2242256000.0,0.0525,4664756359.3,2422500359.3,2422500359.3,2422500359.3,4533238500.0,0.6266363716368151,0.01385475216007276,False,False
2023-07-12,30380.0,152333.0,413.49,10995000.0,2242256000.0,0.0524,4627876540.0,2385620540.0,2385620540.0,2385620540.0,4546322550.0,0.6448594004144804,0.01385475216007276,False,False
2023-07-13,31454.23,152333.0,461.83,10995000.0,2242256000.0,0.0524,4791517218.59,2549261218.59,2549261218.59,2549261218.59,5077820850.0,0.6890786040285836,0.01385475216007276,False,False
2023-07-14,30312.01,152333.0,458.86,10995000.0,2242256000.0,0.0525,4617519419.33,2375263419.33,2375263419.33,2375263419.33,5045165700.0,0.75332215292833,0.01385475216007276,False,False
2023-07-15,30289.52,152333.0,458.86,10995000.0,2242256000.0,0.0525,4614093450.16,2371837450.16,2371837450.16,2371837450.16,5045165700.0,0.7547655474796533,0.01385475216007276,False,False
2023-07-16,30231.99,152333.0,458.86,10995000.0,2242256000.0,0.0525,4605329732.67,2363073732.67,2363073732.67,2363073732.67,5045165700.0,0.7584672969566763,0.01385475216007276,False,False
2023-07-17,30138.0,152333.0,449.88,10995000.0,2242256000.0,0.0526,4591011954.0,2348755954.0,2348755954.0,2348755954.0,4946430600.0,0.7447804188526762,0.01385475216007276,False,False
2023-07-18,29859.13,152333.0,445.795,10995000.0,2242256000.0,0.0525,4548530850.29,2306274850.29,2306274850.29,2306274850.29,4901516025.0,0.7539109461794794,0.01385475216007276,False,False
2023-07-19,29909.21,152333.0,453.1,10995000.0,2242256000.0,0.0526,4556159686.93,2313903686.9300003,2313903686.9300003,2313903686.9300003,4981834500.0,0.7668621906895581,0.01385475216007276,False,False
2023-07-20,29800.0,152333.0,440.83,10995000.0,2242256000.0,0.0526,4539523400.0,2297267400.0,2297267400.0,2297267400.0,4846925850.0,0.7466243289799109,0.01385475216007276,False,False
2023-07-21,29901.72,152333.0,436.65,10995000.0,2242256000.0,0.0527,4555018712.76,2312762712.76,2312762712.76,2312762712.76,4800966750.0,0.7303745144146663,0.01385475216007276,False,False
2023-07-22,29794.0,152333.0,436.65,10995000.0,2242256000.0,0.0527,4538609402.0,2296353402.0,2296353402.0,2296353402.0,4800966750.0,0.7374949165398825,0.01385475216007276,False,False
2023-07-23,30083.75,152333.0,436.65,10995000.0,2242256000.0,0.0527,4582747888.75,2340491888.75,2340491888.75,2340491888.75,4800966750.0,0.7184561877379863,0.01385475216007276,False,False
2023-07-24,29176.5,152333.0,430.935,10995000.0,2242256000.0,0.0528,4444543774.5,2202287774.5,2202287774.5,2202287774.5,4738130325.0,0.7661458941446705,0.01385475216007276,False,False
2023-07-25,29228.91,152333.0,436.82,10995000.0,2242256000.0,0.0528,4452527547.03,2210271547.0299997,2210271547.0299997,2210271547.0299997,4802835900.0,0.7760911760120562,0.01385475216007276,False,False
2023-07-26,29351.96,152333.0,443.46,10995000.0,2242256000.0,0.0528,4471272122.68,2229016122.6800003,2229016122.6800003,2229016122.6800003,4875842700.0,0.782732663526957,0.01385475216007276,False,False
2023-07-27,29222.78,152333.0,426.15,10995000.0,2242256000.0,0.0528,4451593745.74,2209337745.74,2209337745.74,2209337745.74,4685519250.0,0.7517839339321157,0.01385475216007276,False,False
2023-07-28,29314.14,152333.0,434.61,10995000.0,2242256000.0,0.0528,4465510888.62,2223254888.62,2223254888.62,2223254888.62,4778536950.0,0.7651621340890361,0.01385475216007276,False,False
2023-07-29,29352.9,152333.0,434.61,10995000.0,2242256000.0,0.0528,4471415315.7,2229159315.7,2229159315.7,2229159315.7,4778536950.0,0.7625098963275859,0.01385475216007276,False,False
2023-07-30,29281.09,152333.0,434.61,10995000.0,2242256000.0,0.0528,4460476282.97,2218220282.9700003,2218220282.9700003,2218220282.9700003,4778536950.0,0.7674292222126228,0.01385475216007276,False,False
2023-07-31,29232.25,152333.0,437.88,10995000.0,2242256000.0,0.0528,4453036339.25,2210780339.25,2210780339.25,2210780339.25,4814490600.0,0.7782846973712821,0.01385475216007276,False,False
2023-08-01,29705.99,152333.0,434.98,10995000.0,2242256000.0,0.0527,4525202574.67,2282946574.67,2282946574.67,2282946574.67,4782605100.0,0.7395184321419629,0.01385475216007276,False,False
2023-08-02,29186.01,152333.0,407.33,12123000.0,2242256000.0,0.0527,4445992461.33,2203736461.33,2203736461.33,2203736461.33,4938061590.0,0.8068185522642162,0.012565619071186999,False,False
2023-08-03,29193.64,152333.0,389.91,12123000.0,2242256000.0,0.0527,4447154762.12,2204898762.12,2204898762.12,2204898762.12,4726878930.0,0.7625835440698833,0.012565619071186999,False,False
2023-08-04,29113.99,152333.0,376.97,12123000.0,2242256000.0,0.0528,4435021438.67,2192765438.67,2192765438.67,2192765438.67,4570007310.0,0.7343512998627868,0.012565619071186999,False,False
2023-08-05,29072.13,152333.0,376.97,12123000.0,2242256000.0,0.0528,4428644779.29,2186388779.29,2186388779.29,2186388779.29,4570007310.0,0.7372635808967607,0.012565619071186999,False,False
2023-08-06,29088.42,152333.0,376.97,12123000.0,2242256000.0,0.0528,4431126283.86,2188870283.8599997,2188870283.8599997,2188870283.8599997,4570007310.0,0.736129245854988,0.012565619071186999,False,False
2023-08-07,29211.06,152333.0,370.82,12123000.0,2242256000.0,0.0529,4449808402.9800005,2207552402.9800005,2207552402.9800005,2207552402.9800005,4495450860.0,0.711181573628508,0.012565619071186999,False,False
2023-08-08,29770.42,152333.0,389.48,12123000.0,2242256000.0,0.053,4535017389.86,2292761389.8599997,2292761389.8599997,2292761389.8599997,4721666040.0,0.7224047736759619,0.012565619071186999,False,False
2023-08-09,29581.99,152333.0,377.84,12123000.0,2242256000.0,0.0528,4506313282.67,2264057282.67,2264057282.67,2264057282.67,4580554320.0,0.7046615598166274,0.012565619071186999,False,False
2023-08-10,29455.75,152333.0,378.01,12123000.0,2242256000.0,0.0528,4487082764.75,2244826764.75,2244826764.75,2244826764.75,4582615230.0,0.7136414927836211,0.012565619071186999,False,False
2023-08-11,29426.03,152333.0,384.31,12123000.0,2242256000.0,0.0528,4482555427.99,2240299427.99,2240299427.99,2240299427.99,4658990130.0,0.7321891842087528,0.012565619071186999,False,False
2023-08-12,29430.17,152333.0,384.31,12123000.0,2242256000.0,0.0528,4483186086.61,2240930086.6099997,2240930086.6099997,2240930086.6099997,4658990130.0,0.7319077174273219,0.012565619071186999,False,False
2023-08-13,29303.84,152333.0,384.31,12123000.0,2242256000.0,0.0528,4463941858.72,2221685858.7200003,2221685858.7200003,2221685858.7200003,4658990130.0,0.7405324108431592,0.012565619071186999,False,False
2023-08-14,29430.93,152333.0,388.83,12123000.0,2242256000.0,0.0529,4483301859.69,2241045859.6899996,2241045859.6899996,2241045859.6899996,4713786090.0,0.7435487673360911,0.012565619071186999,False,False
2023-08-15,29200.0,152333.0,376.15,12123000.0,2242256000.0,0.0529,4448123600.0,2205867600.0,2205867600.0,2205867600.0,4560066450.0,0.7262162948907555,0.012565619071186999,False,False
2023-08-16,28730.51,152333.0,369.67,12123000.0,2242256000.0,0.0529,4376604779.83,2134348779.83,2134348779.83,2134348779.83,4481509410.0,0.7417983325612,0.012565619071186999,False,False
2023-08-17,26623.41,152333.0,346.79,12123000.0,2242256000.0,0.0529,4055623915.53,1813367915.5300002,1813367915.5300002,1813367915.5300002,4204135170.0000005,0.8408827621272911,0.012565619071186999,False,False
2023-08-18,26054.0,152333.0,328.62,12123000.0,2242256000.0,0.0528,3968883982.0,1726627982.0,1726627982.0,1726627982.0,3983860260.0,0.8360809007007953,0.012565619071186999,False,False
2023-08-19,26100.01,152333.0,328.62,12123000.0,2242256000.0,0.0528,3975892823.33,1733636823.33,1733636823.33,1733636823.33,3983860260.0,0.832029851830562,0.012565619071186999,False,False
2023-08-20,26189.99,152333.0,328.62,12123000.0,2242256000.0,0.0528,3989599746.67,1747343746.67,1747343746.67,1747343746.67,3983860260.0,0.824154488031319,0.012565619071186999,False,False
2023-08-21,26126.92,152333.0,335.25,12123000.0,2242256000.0,0.053,3979992104.3599997,1737736104.3599997,1737736104.3599997,1737736104.3599997,4064235750.0,0.849642541317705,0.012565619071186999,False,False
2023-08-22,26056.0,152333.0,329.51,12123000.0,2242256000.0,0.053,3969188648.0,1726932648.0,1726932648.0,1726932648.0,3994649730.0,0.8386090992949231,0.012565619071186999,False,False
2023-08-23,26432.72,152333.0,346.4,12123000.0,2242256000.0,0.053,4026575535.76,1784319535.7600002,1784319535.7600002,1784319535.7600002,4199407199.9999995,0.8559062423783116,0.012565619071186999,False,False
2023-08-24,26180.05,152333.0,336.56,12123000.0,2242256000.0,0.053099999999999994,3988085556.65,1745829556.65,1745829556.65,1745829556.65,4080116880.0,0.848895801742138,0.012565619071186999,False,False
2023-08-25,26060.01,152333.0,336.05,12123000.0,2242256000.0,0.053399999999999996,3969799503.33,1727543503.33,1727543503.33,1727543503.33,4073934150.0,0.8579086950307868,0.012565619071186999,False,False
2023-08-26,26017.37,152800.0,336.05,12123000.0,2242256000.0,0.053399999999999996,3975454136.0,1733198136.0,1733198136.0,1733198136.0,4073934150.0,0.8546408187825888,0.01260414088921884,False,False
2023-08-27,26101.77,152800.0,336.05,12123000.0,2242256000.0,0.053399999999999996,3988350456.0,1746094456.0,1746094456.0,1746094456.0,4073934150.0,0.8472275997332633,0.01260414088921884,False,False
2023-08-28,26120.0,152800.0,344.37,12123000.0,2242256000.0,0.053399999999999996,3991136000.0,1748880000.0,1748880000.0,1748880000.0,4174797510.0,0.8700902734798249,0.01260414088921884,False,False
2023-08-29,27716.34,152800.0,381.52,12123000.0,2242256000.0,0.0533,4235056752.0,1992800752.0,1992800752.0,1992800752.0,4625166960.0,0.8419714074480251,0.01260414088921884,False,False
2023-08-30,27299.99,152800.0,371.68,12123000.0,2242256000.0,0.053200000000000004,4171438472.0000005,1929182472.0000005,1929182472.0000005,1929182472.0000005,4505876640.0,0.8482861412643526,0.01260414088921884,False,False
2023-08-31,25940.78,152800.0,357.53,12123000.0,2242256000.0,0.053200000000000004,3963751184.0,1721495184.0,1721495184.0,1721495184.0,4334336190.0,0.9233752642472691,0.01260414088921884,False,False
2023-09-01,25805.05,152800.0,351.48,12123000.0,2242256000.0,0.053,3943011640.0,1700755640.0,1700755640.0,1700755640.0,4260992040.0,0.9184293599883806,0.01260414088921884,False,False
2023-09-02,25869.51,152800.0,351.48,12123000.0,2242256000.0,0.053,3952861127.9999995,1710605127.9999995,1710605127.9999995,1710605127.9999995,4260992040.0,0.9126548224713438,0.01260414088921884,False,False
2023-09-03,25971.21,152800.0,351.48,12123000.0,2242256000.0,0.053,3968400888.0,1726144888.0,1726144888.0,1726144888.0,4260992040.0,0.9036114728917782,0.01260414088921884,False,False
2023-09-04,25826.02,152800.0,351.48,12123000.0,2242256000.0,0.053,3946215856.0,1703959856.0,1703959856.0,1703959856.0,4260992040.0,0.9165471369657839,0.01260414088921884,False,False
2023-09-05,25792.1,152800.0,349.25,12123000.0,2242256000.0,0.053200000000000004,3941032880.0,1698776880.0,1698776880.0,1698776880.0,4233957750.0,0.9132286841617943,0.01260414088921884,False,False
2023-09-06,25759.95,152800.0,350.7,12123000.0,2242256000.0,0.053099999999999994,3936120360.0,1693864360.0,1693864360.0,1693864360.0,4251536100.0,0.9202678307426724,0.01260414088921884,False,False
2023-09-07,26255.0,152800.0,353.07,12123000.0,2242256000.0,0.053,4011764000.0,1769508000.0,1769508000.0,1769508000.0,4280267610.0,0.8833139914956843,0.01260414088921884,False,False
2023-09-08,25910.5,152800.0,356.28,12123000.0,2242256000.0,0.053099999999999994,3959124400.0,1716868400.0,1716868400.0,1716868400.0,4319182440.0,0.9225642006796315,0.01260414088921884,False,False
2023-09-09,25901.61,152800.0,356.28,12123000.0,2242256000.0,0.053099999999999994,3957766008.0,1715510008.0,1715510008.0,1715510008.0,4319182440.0,0.9233557171789505,0.01260414088921884,False,False
2023-09-10,25841.61,152800.0,356.28,12123000.0,2242256000.0,0.053099999999999994,3948598008.0,1706342008.0,1706342008.0,1706342008.0,4319182440.0,0.9287142317461333,0.01260414088921884,False,False
2023-09-11,25162.52,152800.0,342.68,12123000.0,2242256000.0,0.053200000000000004,3844833056.0,1602577056.0,1602577056.0,1602577056.0,4154309640.0,0.9525332693541099,0.01260414088921884,False,False
2023-09-12,25840.1,152800.0,347.76,12123000.0,2242256000.0,0.053200000000000004,3948367280.0,1706111280.0,1706111280.0,1706111280.0,4215894480.0,0.9046451069157275,0.01260414088921884,False,False
2023-09-13,26222.0,152800.0,341.84,12123000.0,2242256000.0,0.053099999999999994,4006721600.0,1764465600.0,1764465600.0,1764465600.0,4144126319.9999995,0.8538441187827537,0.01260414088921884,False,False
2023-09-14,26522.73,152800.0,346.4,12123000.0,2242256000.0,0.053099999999999994,4052673144.0,1810417144.0,1810417144.0,1810417144.0,4199407199.9999995,0.84138608744779,0.01260414088921884,False,False
2023-09-15,26600.0,152800.0,340.78,12123000.0,2242256000.0,0.053200000000000004,4064480000.0,1822224000.0,1822224000.0,1822224000.0,4131275939.9999995,0.8185285704661888,0.01260414088921884,False,False
2023-09-16,26559.67,152800.0,340.78,12123000.0,2242256000.0,0.053200000000000004,4058317575.9999995,1816061575.9999995,1816061575.9999995,1816061575.9999995,4131275939.9999995,0.82191611647616,0.01260414088921884,False,False
2023-09-17,26527.51,152800.0,340.78,12123000.0,2242256000.0,0.053200000000000004,4053403527.9999995,1811147527.9999995,1811147527.9999995,1811147527.9999995,4131275939.9999995,0.8246256658103954,0.01260414088921884,False,False
2023-09-18,26762.51,152800.0,340.62,12123000.0,2242256000.0,0.053099999999999994,4089311527.9999995,1847055527.9999995,1847055527.9999995,1847055527.9999995,4129336260.0,0.8045239175404212,0.01260414088921884,False,False
2023-09-19,27210.26,152800.0,339.26,12123000.0,2242256000.0,0.053099999999999994,4157727727.9999995,1915471727.9999995,1915471727.9999995,1915471727.9999995,4112848980.0,0.7641520453930392,0.01260414088921884,False,False
2023-09-20,27125.0,152800.0,333.47,12123000.0,2242256000.0,0.0533,4144700000.0,1902444000.0,1902444000.0,1902444000.0,4042656810.0000005,0.7537627267028242,0.01260414088921884,False,False
2023-09-21,26568.08,152800.0,326.06,12123000.0,2242256000.0,0.0533,4059602624.0000005,1817346624.0000005,1817346624.0000005,1817346624.0000005,3952825380.0,0.7770530708748522,0.01260414088921884,False,False
2023-09-22,26580.14,152800.0,322.81,12123000.0,2242256000.0,0.053200000000000004,4061445392.0,1819189392.0,1819189392.0,1819189392.0,3913425630.0,0.7660220977700216,0.01260414088921884,False,False
2023-09-23,26575.96,152245.0,322.81,12123000.0,2242256000.0,0.053200000000000004,4046057030.2,1803801030.1999998,1803801030.1999998,1803801030.1999998,3913425630.0,0.7745169887556634,0.012558360141879072,False,False
2023-09-24,26248.38,152245.0,322.81,12123000.0,2242256000.0,0.053200000000000004,3996184613.1000004,1753928613.1000004,1753928613.1000004,1753928613.1000004,3913425630.0,0.8025549169977326,0.012558360141879072,False,False
2023-09-25,26304.81,152245.0,327.6,12123000.0,2242256000.0,0.0535,4004775798.4500003,1762519798.4500003,1762519798.4500003,1762519798.4500003,3971494800.0000005,0.8123980589569079,0.012558360141879072,False,False
2023-09-26,26221.67,152245.0,317.3,12123000.0,2242256000.0,0.053399999999999996,3992118149.1499996,1749862149.1499996,1749862149.1499996,1749862149.1499996,3846627900.0,0.7876598814529926,0.012558360141879072,False,False
2023-09-27,26372.99,152245.0,315.63,12123000.0,2242256000.0,0.053399999999999996,4015155862.55,1772899862.5500002,1772899862.5500002,1772899862.5500002,3826382490.0,0.7693032908767639,0.012558360141879072,False,False
2023-09-28,27021.39,152245.0,328.92,12123000.0,2242256000.0,0.053200000000000004,4113871520.5499997,1871615520.5499997,1871615520.5499997,1871615520.5499997,3987497160.0,0.7563617832454331,0.012558360141879072,False,False
2023-09-29,26906.96,152245.0,328.28,12123000.0,2242256000.0,0.053200000000000004,4096450125.2,1854194125.1999998,1854194125.1999998,1854194125.1999998,3979738439.9999995,0.7637659307325956,0.012558360141879072,False,False
2023-09-30,26962.56,152245.0,328.28,12123000.0,2240232999.9999995,0.053200000000000004,4104914947.2000003,1864681947.2000008,1864681947.2000008,1864681947.2000008,3979738439.9999995,0.7581255976856167,0.012558360141879072,False,False
2023-10-01,27992.57,152245.0,328.28,12123000.0,2240232999.9999995,0.053200000000000004,4261728819.65,2021495819.6500006,2021495819.6500006,2021495819.6500006,3979738439.9999995,0.677378356391865,0.012558360141879072,False,False
2023-10-02,27494.51,152245.0,329.49,12123000.0,2240232999.9999995,0.0535,4185901674.95,1945668674.9500003,1945668674.9500003,1945668674.9500003,3994407270.0,0.7192894905150337,0.012558360141879072,False,False
2023-10-03,27426.46,152245.0,311.33,12123000.0,2240232999.9999995,0.0535,4175541402.7,1935308402.7000003,1935308402.7000003,1935308402.7000003,3774253590.0,0.6679359436253952,0.012558360141879072,False,False
2023-10-04,27778.57,152245.0,320.4,12123000.0,2240232999.9999995,0.053399999999999996,4229148389.65,1988915389.6500006,1988915389.6500006,1988915389.6500006,3884209199.9999995,0.6693299511497643,0.012558360141879072,False,False
2023-10-05,27410.39,152245.0,323.42,12123000.0,2240232999.9999995,0.053399999999999996,4173094825.5499997,1932861825.5500002,1932861825.5500002,1932861825.5500002,3920820660.0,0.707299268128427,0.012558360141879072,False,False
2023-10-06,27931.09,152245.0,340.63,12123000.0,2240232999.9999995,0.0536,4252368797.05,2012135797.0500007,2012135797.0500007,2012135797.0500007,4129457490.0,0.7189492964676429,0.012558360141879072,False,False
2023-10-07,27956.67,152245.0,340.63,12123000.0,2240232999.9999995,0.0536,4256263224.1499996,2016030224.15,2016030224.15,2016030224.15,4129457490.0,0.7170156977565283,0.012558360141879072,False,False
2023-10-08,27917.05,152245.0,340.63,12123000.0,2240232999.9999995,0.0536,4250231277.25,2009998277.2500005,2009998277.2500005,2009998277.2500005,4129457490.0,0.7200121750101012,0.012558360141879072,False,False
2023-10-09,27590.12,152245.0,340.45,12123000.0,2240232999.9999995,0.0536,4200457819.3999996,1960224819.4,1960224819.4,1960224819.4,4127275350.0,0.7445582972713238,0.012558360141879072,False,False
2023-10-10,27390.12,152245.0,340.46,12123000.0,2240232999.9999995,0.053399999999999996,4170008819.3999996,1929775819.4,1929775819.4,1929775819.4,4127396579.9999995,0.7602429997498364,0.012558360141879072,False,False
2023-10-11,26875.52,152245.0,334.61,12123000.0,2240232999.9999995,0.053399999999999996,4091663542.4,1851430542.4000006,1851430542.4000006,1851430542.4000006,4056477030.0,0.7843562638838522,0.012558360141879072,False,False
2023-10-12,26759.63,152245.0,323.6,12123000.0,2240232999.9999995,0.0535,4074019869.3500004,1833786869.3500009,1833786869.3500009,1833786869.3500009,3923002800.0000005,0.7604742247087104,0.012558360141879072,False,False
2023-10-13,26862.0,152245.0,318.22,12123000.0,2240232999.9999995,0.0535,4089605190.0,1849372190.0000005,1849372190.0000005,1849372190.0000005,3857781060.0000005,0.7352459385230774,0.012558360141879072,False,False
2023-10-14,26852.48,152245.0,318.22,12123000.0,2240232999.9999995,0.0535,4088155817.6,1847922817.6000004,1847922817.6000004,1847922817.6000004,3857781060.0000005,0.7360299562826897,0.012558360141879072,False,False
2023-10-15,27154.15,152245.0,318.22,12123000.0,2240232999.9999995,0.0535,4134083566.75,1893850566.7500005,1893850566.7500005,1893850566.7500005,3857781060.0000005,0.7114800698420188,0.012558360141879072,False,False
2023-10-16,28500.78,152245.0,325.8,12123000.0,2240232999.9999995,0.053399999999999996,4339101251.099999,2098868251.1,2098868251.1,2098868251.1,3949673400.0,0.6322346205424132,0.012558360141879072,False,False
2023-10-17,28395.91,152245.0,335.41,12123000.0,2240232999.9999995,0.0535,4323135317.95,2082902317.9500003,2082902317.9500003,2082902317.9500003,4066175430.0000005,0.6689405935809959,0.012558360141879072,False,False
2023-10-18,28320.0,152245.0,329.14,12123000.0,2240232999.9999995,0.053399999999999996,4311578400.0,2071345400.0000005,2071345400.0000005,2071345400.0000005,3990164220.0,0.6556340401085704,0.012558360141879072,False,False
2023-10-19,28713.71,152245.0,342.35,12123000.0,2240232999.9999995,0.0533,4371518778.95,2131285778.9500003,2131285778.9500003,2131285778.9500003,4150309050.0000005,0.6664573516634784,0.012558360141879072,False,False
2023-10-20,29669.04,152245.0,348.04,12123000.0,2240232999.9999995,0.053099999999999994,4516962994.8,2276729994.8000007,2276729994.8000007,2276729994.8000007,4219288920.0000005,0.6169264107884236,0.012558360141879072,False,False
2023-10-21,29909.8,152245.0,348.04,12123000.0,2240232999.9999995,0.053099999999999994,4553617501.0,2313384501.0000005,2313384501.0000005,2313384501.0000005,4219288920.0000005,0.6009550072862455,0.012558360141879072,False,False
2023-10-22,29992.46,152245.0,348.04,12123000.0,2240232999.9999995,0.053099999999999994,4566202072.7,2325969072.7000003,2325969072.7000003,2325969072.7000003,4219288920.0000005,0.5955298538177152,0.012558360141879072,False,False
2023-10-23,33069.99,152245.0,377.49,12123000.0,2240232999.9999995,0.053200000000000004,5034740627.549999,2794507627.5499997,2794507627.5499997,2794507627.5499997,4576311270.0,0.49323734484391346,0.012558360141879072,False,False
2023-10-24,33922.73,152245.0,424.87,12123000.0,2240232999.9999995,0.053099999999999994,5164566028.85,2924333028.850001,2924333028.850001,2924333028.850001,5150699010.0,0.5660660052047012,0.012558360141879072,False,False
2023-10-25,34496.05,152245.0,433.22,12123000.0,2240232999.9999995,0.053200000000000004,5251851132.25,3011618132.2500005,3011618132.2500005,3011618132.2500005,5251926060.0,0.5561173581165405,0.012558360141879072,False,False
2023-10-26,34151.66,152245.0,413.45,12123000.0,2240232999.9999995,0.053200000000000004,5199419476.700001,2959186476.7000012,2959186476.7000012,2959186476.7000012,5012254350.0,0.5269713923423648,0.012558360141879072,False,False
2023-10-27,33892.02,152245.0,406.76,12123000.0,2240232999.9999995,0.053200000000000004,5159890584.9,2919657584.9,2919657584.9,2919657584.9,4931151480.0,0.5241061827463909,0.012558360141879072,False,False
2023-10-28,34081.0,152245.0,406.76,12123000.0,2240232999.9999995,0.053200000000000004,5188661845.0,2948428845.0000005,2948428845.0000005,2948428845.0000005,4931151480.0,0.5143000931478218,0.012558360141879072,False,False
2023-10-29,34525.89,152245.0,406.76,12123000.0,2240232999.9999995,0.053200000000000004,5256394123.05,3016161123.0500007,3016161123.0500007,3016161123.0500007,4931151480.0,0.4915876552245447,0.012558360141879072,False,False
2023-10-30,34474.73,152245.0,420.22,12123000.0,2240232999.9999995,0.0533,5248605268.85,3008372268.850001,3008372268.850001,3008372268.850001,5094327060.0,0.5267284214221146,0.012558360141879072,False,False
2023-10-31,34639.77,152245.0,423.39,12123000.0,2240232999.9999995,0.0533,5273731783.65,3033498783.65,3033498783.65,3033498783.65,5132756970.0,0.5259262684486734,0.012558360141879072,False,False
2023-11-01,35421.43,152400.0,426.67,12123000.0,2240232999.9999995,0.053099999999999994,5398225932.0,3157992932.0000005,3157992932.0000005,3157992932.0000005,5172520410.0,0.49342339879179486,0.01257114575600099,False,False
2023-11-02,34941.59,152400.0,453.63,12123000.0,2240232999.9999995,0.0528,5325098315.999999,3084865315.9999995,3084865315.9999995,3084865315.9999995,5499356490.0,0.578123084869212,0.01257114575600099,False,False
2023-11-03,34716.78,152400.0,453.95,12554000.0,2240232999.9999995,0.0527,5290837272.0,3050604272.0000005,3050604272.0000005,3050604272.0000005,5698888300.0,0.6249314277680007,0.012139557113270671,False,False
2023-11-04,35062.07,152400.0,453.95,12554000.0,2240232999.9999995,0.0527,5343459468.0,3103226468.0000005,3103226468.0000005,3103226468.0000005,5698888300.0,0.607828754363604,0.012139557113270671,False,False
2023-11-05,35011.88,152400.0,453.95,12554000.0,2240232999.9999995,0.0527,5335810512.0,3095577512.0000005,3095577512.0000005,3095577512.0000005,5698888300.0,0.6102966368476466,0.012139557113270671,False,False
2023-11-06,35046.09,152400.0,459.63,12554000.0,2240232999.9999995,0.0529,5341024115.999999,3100791115.9999995,3100791115.9999995,3100791115.9999995,5770195020.0,0.6210486012658488,0.012139557113270671,False,False
