,btc_price,btc_holdings,mstr_prc_adj,shares,debt_total_usd,rf_rate,asset_btc_usd,nav_raw,nav,nav_clip,equity_value,premium,btc_per_share,is_nav_nonpositive,is_nav_tiny
2022-06-06,31373.1,129218.0,235.44,9334000.0,2435821000.0,0.0123,4053969235.7999997,1618148235.7999997,1618148235.7999997,1618148235.7999997,2197596960.0,0.30608204134368855,0.013843796871652025,False,False
2022-06-07,31125.33,129218.0,240.0,9334000.0,2435821000.0,0.0124,4021952891.94,1586131891.94,1586131891.94,1586131891.94,2240160000.0,0.34524901201893926,0.013843796871652025,False,False
2022-06-08,30204.77,129218.0,232.89,9334000.0,2435821000.0,0.0125,3902999969.86,1467178969.8600001,1467178969.8600001,1467178969.8600001,2173795260.0,0.39313311873347717,0.013843796871652025,False,False
2022-06-09,30109.93,129218.0,217.76,9334000.0,2435821000.0,0.0126,3890744934.7400002,1454923934.7400002,1454923934.7400002,1454923934.7400002,2032571840.0,0.3343482867209664,0.013843796871652025,False,False
2022-06-10,29091.88,129218.0,203.36,9334000.0,2435821000.0,0.0134,3759194549.84,1323373549.8400002,1323373549.8400002,1323373549.8400002,1898162240.0000002,0.36070198011011273,0.013843796871652025,False,False
2022-06-11,28424.7,129218.0,203.36,9334000.0,2435821000.0,0.0134,3672982884.6,1237161884.6,1237161884.6,1237161884.6,1898162240.0000002,0.42806622242421116,0.013843796871652025,False,False
2022-06-12,26574.53,129218.0,203.36,9334000.0,2435821000.0,0.0134,3433907617.54,998086617.54,998086617.54,998086617.54,1898162240.0000002,0.642801391301191,0.013843796871652025,False,False
2022-06-13,22487.41,129218.0,152.15,9334000.0,2435821000.0,0.0169,2905778145.38,469957145.3800001,469957145.3800001,469957145.3800001,1420168100.0,1.1058890133662054,0.013843796871652025,False,False
2022-06-14,22136.41,129218.0,156.87,9334000.0,2435821000.0,0.0178,2860422627.38,424601627.3800001,424601627.3800001,424601627.3800001,1464224580.0,1.2379297023972684,0.013843796871652025,False,False
2022-06-15,22583.72,129218.0,171.34,9334000.0,2435821000.0,0.0169,2918223130.96,482402130.96000004,482402130.96000004,482402130.96000004,1599287560.0,1.1985354712473675,0.013843796871652025,False,False
2022-06-16,20401.31,129218.0,161.34,9334000.0,2435821000.0,0.0154,2636216475.5800004,200395475.5800004,200395475.5800004,200395475.5800004,1505947560.0,2.0168847950267113,0.013843796871652025,False,False
2022-06-17,20468.81,129218.0,167.6,9334000.0,2435821000.0,0.0158,2644938690.5800004,209117690.5800004,209117690.5800004,209117690.5800004,1564378400.0,2.0123466292763577,0.013843796871652025,False,False
2022-06-18,18970.79,129218.0,167.6,9334000.0,2435821000.0,0.0158,2451367542.2200003,15546542.220000267,15546542.220000267,15546542.220000267,1564378400.0,4.6114055869504815,0.013843796871652025,False,True
2022-06-19,20574.0,129218.0,167.6,9334000.0,2435821000.0,0.0158,2658531132.0,222710132.0,222710132.0,222710132.0,1564378400.0,1.9493727661639983,0.013843796871652025,False,False
2022-06-20,20573.89,129218.0,167.6,9334000.0,2435821000.0,0.0158,2658516918.02,222695918.01999998,222695918.01999998,222695918.01999998,1564378400.0,1.9494365909818436,0.013843796871652025,False,False
2022-06-21,20723.52,129218.0,178.96,9334000.0,2435821000.0,0.0166,2677851807.36,242030807.36000013,242030807.36000013,242030807.36000013,1670412640.0,1.9317609435146723,0.013843796871652025,False,False
2022-06-22,19987.99,129218.0,170.91,9334000.0,2435821000.0,0.015700000000000002,2582808091.82,146987091.82000017,146987091.82000017,146987091.82000017,1595273940.0,2.384455977513189,0.013843796871652025,False,False
2022-06-23,21110.13,129218.0,188.31,9334000.0,2435821000.0,0.0159,2727808778.34,291987778.34000015,291987778.34000015,291987778.34000015,1757685540.0,1.7950412421328366,0.013843796871652025,False,False
2022-06-24,21237.69,129218.0,205.44,9334000.0,2435821000.0,0.0166,2744291826.4199996,308470826.4199996,308470826.4199996,308470826.4199996,1917576960.0,1.8271903950549293,0.013843796871652025,False,False
2022-06-25,21491.19,129218.0,205.44,9334000.0,2435821000.0,0.0166,2777048589.4199996,341227589.4199996,341227589.4199996,341227589.4199996,1917576960.0,1.7262679957158582,0.013843796871652025,False,False
2022-06-26,21038.07,129218.0,205.44,9334000.0,2435821000.0,0.0166,2718497329.2599998,282676329.25999975,282676329.25999975,282676329.25999975,1917576960.0,1.914515137786847,0.013843796871652025,False,False
2022-06-27,20742.56,129218.0,196.73,9334000.0,2435821000.0,0.0175,2680312118.0800004,244491118.0800004,244491118.0800004,244491118.0800004,1836277820.0,2.016316896431872,0.013843796871652025,False,False
2022-06-28,20281.29,129699.0,186.12,9334000.0,2435821000.0,0.0175,2630463031.71,194642031.71000004,194642031.71000004,194642031.71000004,1737244080.0,2.188893137786941,0.013895328905078209,False,False
2022-06-29,20123.01,129699.0,179.69,9334000.0,2435821000.0,0.0173,2609934273.99,174113273.98999977,174113273.98999977,174113273.98999977,1677226460.0,2.2651907041174724,0.013895328905078209,False,False
2022-06-30,19942.21,129699.0,164.3,9334000.0,2447025000.0,0.0166,2586484694.79,139459694.78999996,139459694.78999996,139459694.78999996,1533576200.0,2.3975820392932117,0.013895328905078209,False,False
2022-07-01,19279.8,129699.0,166.77,9334000.0,2447025000.0,0.0166,2500570780.2,53545780.19999981,53545780.19999981,53545780.19999981,1556631180.0,3.3697422724927772,0.013895328905078209,False,True
2022-07-02,19252.81,129699.0,166.77,9334000.0,2447025000.0,0.0166,2497070204.19,50045204.19000006,50045204.19000006,50045204.19000006,1556631180.0,3.4373525843705672,0.013895328905078209,False,True
2022-07-03,19315.83,129699.0,166.77,9334000.0,2447025000.0,0.0166,2505243835.17,58218835.17000008,58218835.17000008,58218835.17000008,1556631180.0,3.286070334429562,0.013895328905078209,False,True
2022-07-04,20236.71,129699.0,166.77,9334000.0,2447025000.0,0.0166,2624681050.29,177656050.28999996,177656050.28999996,177656050.28999996,1556631180.0,2.170429885914037,0.013895328905078209,False,False
2022-07-05,20175.83,129699.0,187.68,9334000.0,2447025000.0,0.018600000000000002,2616784975.17,169759975.17000008,169759975.17000008,169759975.17000008,1751805120.0,2.334016503832442,0.013895328905078209,False,False
2022-07-06,20564.51,129699.0,188.3,9334000.0,2447025000.0,0.018500000000000003,2667196382.49,220171382.48999977,220171382.48999977,220171382.48999977,1757592200.0,2.077293828792014,0.013895328905078209,False,False
2022-07-07,21624.98,129699.0,219.51,9334000.0,2447025000.0,0.0189,2804738281.02,357713281.02,357713281.02,357713281.02,2048906340.0,1.7453296625811003,0.013895328905078209,False,False
2022-07-08,21594.75,129699.0,221.28,9334000.0,2447025000.0,0.0191,2800817480.25,353792480.25,353792480.25,353792480.25,2065427520.0,1.764381988183945,0.013895328905078209,False,False
2022-07-09,21591.83,129699.0,221.28,9334000.0,2447025000.0,0.0191,2800438759.17,353413759.1700001,353413759.1700001,353413759.1700001,2065427520.0,1.765453022615184,0.013895328905078209,False,False
2022-07-10,20862.47,129699.0,221.28,9334000.0,2447025000.0,0.0191,2705841496.53,258816496.5300002,258816496.5300002,258816496.5300002,2065427520.0,2.076973212460841,0.013895328905078209,False,False
2022-07-11,19963.61,129699.0,200.9,9334000.0,2447025000.0,0.0213,2589260253.39,142235253.38999987,142235253.38999987,142235253.38999987,1875200600.0,2.578988518569983,0.013895328905078209,False,False
2022-07-12,19328.75,129699.0,192.52,9334000.0,2447025000.0,0.0216,2506919546.25,59894546.25,59894546.25,59894546.25,1796981680.0,3.40127823856551,0.013895328905078209,False,True
2022-07-13,20234.87,129699.0,195.55,9334000.0,2447025000.0,0.0233,2624442404.1299996,177417404.12999964,177417404.12999964,177417404.12999964,1825263700.0,2.330974576957814,0.013895328905078209,False,False
2022-07-14,20588.84,129699.0,204.59,9334000.0,2447025000.0,0.0233,2670351959.16,223326959.15999985,223326959.15999985,223326959.15999985,1909643060.0,2.146034741760389,0.013895328905078209,False,False
2022-07-15,20830.04,129699.0,213.98,9334000.0,2447025000.0,0.0229,2701635357.96,254610357.96000004,254610357.96000004,254610357.96000004,1997289320.0,2.0598118316744487,0.013895328905078209,False,False
2022-07-16,21195.6,129699.0,213.98,9334000.0,2447025000.0,0.0229,2749048124.3999996,302023124.3999996,302023124.3999996,302023124.3999996,1997289320.0,1.8890426149336876,0.013895328905078209,False,False
2022-07-17,20798.16,129699.0,213.98,9334000.0,2447025000.0,0.0229,2697500553.84,250475553.84000015,250475553.84000015,250475553.84000015,1997289320.0,2.0761848739364033,0.013895328905078209,False,False
2022-07-18,22432.58,129699.0,225.63,9334000.0,2447025000.0,0.024399999999999998,2909483193.42,462458193.4200001,462458193.4200001,462458193.4200001,2106030420.0,1.5160039767726283,0.013895328905078209,False,False
2022-07-19,23396.62,129699.0,267.17,9334000.0,2447025000.0,0.0246,3034518217.3799996,587493217.3799996,587493217.3799996,587493217.3799996,2493764780.0,1.4456841063710884,0.013895328905078209,False,False
2022-07-20,23223.3,129699.0,288.77,9334000.0,2447025000.0,0.024399999999999998,3012038786.7,565013786.6999998,565013786.6999998,565013786.6999998,2695379180.0,1.562444038946573,0.013895328905078209,False,False
2022-07-21,23152.19,129699.0,289.71,9334000.0,2447025000.0,0.024,3002815890.81,555790890.81,555790890.81,555790890.81,2704153140.0,1.5821519423311579,0.013895328905078209,False,False
2022-07-22,22684.83,129699.0,281.92,9334000.0,2447025000.0,0.0241,2942199766.17,495174766.1700001,495174766.1700001,495174766.1700001,2631441280.0,1.6703762270491151,0.013895328905078209,False,False
2022-07-23,22451.07,129699.0,281.92,9334000.0,2447025000.0,0.0241,2911881327.93,464856327.9299998,464856327.9299998,464856327.9299998,2631441280.0,1.7335586046233733,0.013895328905078209,False,False
2022-07-24,22579.68,129699.0,281.92,9334000.0,2447025000.0,0.0241,2928561916.32,481536916.3200002,481536916.3200002,481536916.3200002,2631441280.0,1.6983040925681072,0.013895328905078209,False,False
2022-07-25,21310.9,129699.0,265.86,9334000.0,2447025000.0,0.0255,2764002419.1000004,316977419.1000004,316977419.1000004,316977419.1000004,2481537240.0,2.057802963750023,0.013895328905078209,False,False
2022-07-26,21254.67,129699.0,237.64,9334000.0,2447025000.0,0.0248,2756709444.33,309684444.3299999,309684444.3299999,309684444.3299999,2218131760.0,1.968866713486055,0.013895328905078209,False,False
2022-07-27,22952.45,129699.0,262.4,9334000.0,2447025000.0,0.023700000000000002,2976909812.55,529884812.5500002,529884812.5500002,529884812.5500002,2449241600.0,1.5308740564833434,0.013895328905078209,False,False
2022-07-28,23842.93,129699.0,275.72,9334000.0,2447025000.0,0.0235,3092404178.07,645379178.0700002,645379178.0700002,645379178.0700002,2573570480.0000005,1.3832114885021844,0.013895328905078209,False,False
2022-07-29,23773.75,129699.0,286.06,9334000.0,2447025000.0,0.023399999999999997,3083431601.25,636406601.25,636406601.25,636406601.25,2670084040.0,1.4340275573444174,0.013895328905078209,False,False
2022-07-30,23643.51,129699.0,286.06,9334000.0,2447025000.0,0.023399999999999997,3066539603.49,619514603.4899998,619514603.4899998,619514603.4899998,2670084040.0,1.4609289527363862,0.013895328905078209,False,False
2022-07-31,23293.32,129699.0,286.06,9334000.0,2447025000.0,0.023399999999999997,3021120310.68,574095310.6799998,574095310.6799998,574095310.6799998,2670084040.0,1.5370697975381664,0.013895328905078209,False,False
2022-08-01,23268.01,129699.0,275.74,9334000.0,2447025000.0,0.0248,3017837628.99,570812628.9899998,570812628.9899998,570812628.9899998,2573757160.0,1.5060610298431045,0.013895328905078209,False,False
2022-08-02,22987.79,129699.0,278.26,9334000.0,2447025000.0,0.0248,2981493375.21,534468375.21000004,534468375.21000004,534468375.21000004,2597278840.0,1.5809470142800146,0.013895328905078209,False,False
2022-08-03,22818.37,129699.0,313.68,9334000.0,2447025000.0,0.024399999999999998,2959519770.6299996,512494770.62999964,512494770.62999964,512494770.62999964,2927889120.0,1.7427464981999756,0.013895328905078209,False,False
2022-08-04,22622.98,129699.0,309.31,9334000.0,2447025000.0,0.0241,2934177883.02,487152883.02,487152883.02,487152883.02,2887099540.0,1.7794296557762326,0.013895328905078209,False,False
2022-08-05,23312.42,129699.0,319.15,9334000.0,2447025000.0,0.0248,3023597561.58,576572561.5799999,576572561.5799999,576572561.5799999,2978946100.0,1.6422236617341484,0.013895328905078209,False,False
2022-08-06,22954.21,129699.0,319.15,9334000.0,2447025000.0,0.0248,2977138082.79,530113082.78999996,530113082.78999996,530113082.78999996,2978946100.0,1.7262345116876145,0.013895328905078209,False,False
2022-08-07,23174.39,129699.0,319.15,9334000.0,2447025000.0,0.0248,3005695208.61,558670208.6100001,558670208.6100001,558670208.6100001,2978946100.0,1.6737655268818357,0.013895328905078209,False,False
2022-08-08,23810.0,129699.0,330.01,9337000.0,2447025000.0,0.025699999999999997,3088133190.0,641108190.0,641108190.0,641108190.0,3081303370.0,1.5699097327037677,0.013890864303309413,False,False
2022-08-09,23149.95,129699.0,319.38,9337000.0,2447025000.0,0.0258,3002525365.05,555500365.0500002,555500365.0500002,555500365.0500002,2982051060.0,1.6804973516793251,0.013890864303309413,False,False
2022-08-10,23954.05,129699.0,335.8,9337000.0,2447025000.0,0.0256,3106816330.95,659791330.9499998,659791330.9499998,659791330.9499998,3135364600.0,1.5585771263427937,0.013890864303309413,False,False
2022-08-11,23934.39,129699.0,336.99,9337000.0,2447025000.0,0.0252,3104266448.61,657241448.6100001,657241448.6100001,657241448.6100001,3146475630.0,1.5659868051614738,0.013890864303309413,False,False
2022-08-12,24403.68,129699.0,352.84,9337000.0,2447025000.0,0.0253,3165132892.32,718107892.3200002,718107892.3200002,718107892.3200002,3294467080.0,1.5233798722780607,0.013890864303309413,False,False
2022-08-13,24441.38,129699.0,352.84,9337000.0,2447025000.0,0.0253,3170022544.6200004,722997544.6200004,722997544.6200004,722997544.6200004,3294467080.0,1.5165938718389416,0.013890864303309413,False,False
2022-08-14,24305.24,129699.0,352.84,9337000.0,2447025000.0,0.0253,3152365322.76,705340322.7600002,705340322.7600002,705340322.7600002,3294467080.0,1.541319284236287,0.013890864303309413,False,False
2022-08-15,24094.82,129699.0,349.08,9337000.0,2447025000.0,0.0263,3125074059.18,678049059.1799998,678049059.1799998,678049059.1799998,3259359960.0,1.5700664798017,0.013890864303309413,False,False
2022-08-16,23854.74,129699.0,342.64,9337000.0,2447025000.0,0.026099999999999998,3093935923.26,646910923.2600002,646910923.2600002,646910923.2600002,3199229680.0,1.598456726355071,0.013890864303309413,False,False
2022-08-17,23342.66,129699.0,325.2,9337000.0,2447025000.0,0.0259,3027519659.34,580494659.3400002,580494659.3400002,580494659.3400002,3036392400.0,1.6545447781831784,0.013890864303309413,False,False
2022-08-18,23191.2,129699.0,324.38,9337000.0,2447025000.0,0.026099999999999998,3007875448.8,560850448.8000002,560850448.8000002,560850448.8000002,3028736060.0,1.6864463792564588,0.013890864303309413,False,False
2022-08-19,20834.39,129699.0,283.0,9337000.0,2447025000.0,0.0264,2702199548.61,255174548.61000013,255174548.61000013,255174548.61000013,2642371000.0,2.337484083799911,0.013890864303309413,False,False
2022-08-20,21140.07,129699.0,283.0,9337000.0,2447025000.0,0.0264,2741845938.93,294820938.9299998,294820938.9299998,294820938.9299998,2642371000.0,2.1930637137741655,0.013890864303309413,False,False
2022-08-21,21515.61,129699.0,283.0,9337000.0,2447025000.0,0.0264,2790553101.39,343528101.38999987,343528101.38999987,343528101.38999987,2642371000.0,2.0401629818331632,0.013890864303309413,False,False
2022-08-22,21399.83,129699.0,268.09,9337000.0,2447025000.0,0.0274,2775536551.17,328511551.1700001,328511551.1700001,328511551.1700001,2503156330.0,2.030735745847508,0.013890864303309413,False,False
2022-08-23,21529.12,129699.0,265.8,9337000.0,2447025000.0,0.0271,2792305334.8799996,345280334.87999964,345280334.87999964,345280334.87999964,2481774600.0,1.9723724958321174,0.013890864303309413,False,False
2022-08-24,21368.08,129699.0,274.41,9337000.0,2447025000.0,0.0273,2771418607.92,324393607.9200001,324393607.9200001,324393607.9200001,2562166170.0,2.0666507221067056,0.013890864303309413,False,False
2022-08-25,21559.04,129699.0,272.81,9337000.0,2447025000.0,0.0278,2796185928.96,349160928.96000004,349160928.96000004,349160928.96000004,2547226970.0,1.9872276532703694,0.013890864303309413,False,False
2022-08-26,20241.05,129699.0,249.2,9337000.0,2447025000.0,0.0278,2625243943.95,178218943.9499998,178218943.9499998,178218943.9499998,2326780400.0,2.569227971789536,0.013890864303309413,False,False
2022-08-27,20037.6,129699.0,249.2,9337000.0,2447025000.0,0.0278,2598856682.3999996,151831682.39999962,151831682.39999962,151831682.39999962,2326780400.0,2.7294682337683165,0.013890864303309413,False,False
2022-08-28,19555.61,129699.0,249.2,9337000.0,2447025000.0,0.0278,2536343061.39,89318061.38999987,89318061.38999987,89318061.38999987,2326780400.0,3.260037065776295,0.013890864303309413,False,True
2022-08-29,20285.73,129699.0,244.96,9337000.0,2447025000.0,0.028900000000000002,2631038895.27,184013895.26999998,184013895.26999998,184013895.26999998,2287191520.0,2.520068660881761,0.013890864303309413,False,False
2022-08-30,19811.66,129699.0,240.23,9337000.0,2447025000.0,0.0288,2569552490.34,122527490.34000015,122527490.34000015,122527490.34000015,2243027510.0,2.907246383521702,0.013890864303309413,False,False
2022-08-31,20050.02,129699.0,231.56,9337000.0,2447025000.0,0.0287,2600467543.98,153442543.98000002,153442543.98000002,153442543.98000002,2162075720.0,2.645497830074655,0.013890864303309413,False,False
2022-09-01,20131.46,129699.0,220.92,9337000.0,2447025000.0,0.0288,2611030230.54,164005230.53999996,164005230.53999996,164005230.53999996,2062730040.0,2.5318873256825802,0.013890864303309413,False,False
2022-09-02,19951.86,129699.0,218.06,9337000.0,2447025000.0,0.0285,2587736290.14,140711290.13999987,140711290.13999987,140711290.13999987,2036026220.0,2.6720450522350276,0.013890864303309413,False,False
2022-09-03,19831.9,129699.0,218.06,9337000.0,2447025000.0,0.0285,2572177598.1000004,125152598.10000038,125152598.10000038,125152598.10000038,2036026220.0,2.7892214782295874,0.013890864303309413,False,False
2022-09-04,20000.3,129699.0,218.06,9337000.0,2447025000.0,0.0285,2594018909.7,146993909.6999998,146993909.6999998,146993909.6999998,2036026220.0,2.628364100471806,0.013890864303309413,False,False
2022-09-05,19796.84,129699.0,218.06,9337000.0,2447025000.0,0.0285,2567630351.16,120605351.15999985,120605351.15999985,120605351.15999985,2036026220.0,2.826231601327032,0.013890864303309413,False,False
2022-09-06,18790.61,129699.0,204.25,9337000.0,2447025000.0,0.0296,2437123326.39,-9901673.610000134,0.0,1.0,1907082250.0,21.368840293206176,0.013890864303309413,True,False
2022-09-07,19292.84,129699.0,218.61,9337000.0,2447025000.0,0.0298,2502262055.16,55237055.15999985,55237055.15999985,55237055.15999985,2041161570.0000002,3.609640304652373,0.013890864303309413,False,True
2022-09-08,19319.77,129699.0,234.5,9337000.0,2447025000.0,0.0297,2505754849.23,58729849.23000002,58729849.23000002,58729849.23000002,2189526500.0,3.6184924870287927,0.013890864303309413,False,True
2022-09-09,21360.11,129699.0,261.97,9337000.0,2447025000.0,0.0298,2770384906.89,323359906.88999987,323359906.88999987,323359906.88999987,2446013890.0000005,2.0234490291800844,0.013890864303309413,False,False
2022-09-10,21648.34,129699.0,261.97,9337000.0,2447025000.0,0.0298,2807768049.66,360743049.65999985,360743049.65999985,360743049.65999985,2446013890.0000005,1.914049063783395,0.013890864303309413,False,False
2022-09-11,21826.87,129699.0,261.97,9337000.0,2447025000.0,0.0298,2830923212.1299996,383898212.12999964,383898212.12999964,383898212.12999964,2446013890.0000005,1.851837550018374,0.013890864303309413,False,False
2022-09-12,22395.74,129699.0,262.98,9342000.0,2447025000.0,0.030899999999999997,2904705082.26,457680082.2600002,457680082.2600002,457680082.2600002,2456759160.0,1.6804279160458673,0.013883429672447014,False,False
2022-09-13,20173.57,129699.0,231.25,9342000.0,2447025000.0,0.0319,2616491855.43,169466855.42999983,169466855.42999983,169466855.42999983,2160337500.0,2.545362373958849,0.013883429672447014,False,False
2022-09-14,20226.71,129699.0,225.99,9342000.0,2447025000.0,0.031400000000000004,2623384060.29,176359060.28999996,176359060.28999996,176359060.28999996,2111198580.0,2.482489080472529,0.013883429672447014,False,False
2022-09-15,19701.88,129699.0,216.94,9342000.0,2447025000.0,0.031200000000000002,2555314134.1200004,108289134.12000036,108289134.12000036,108289134.12000036,2026653480.0,2.9293363620205004,0.013883429672447014,False,False
2022-09-16,19803.3,129699.0,206.34,9342000.0,2447025000.0,0.031,2568468206.7,121443206.69999981,121443206.69999981,121443206.69999981,1927628280.0,2.7645989368210393,0.013883429672447014,False,False
2022-09-17,20113.62,129699.0,206.34,9342000.0,2447025000.0,0.031,2608716400.3799996,161691400.37999964,161691400.37999964,161691400.37999964,1927628280.0,2.4783560731436265,0.013883429672447014,False,False
2022-09-18,19416.18,129699.0,206.34,9342000.0,2447025000.0,0.031,2518259129.82,71234129.82000017,71234129.82000017,71234129.82000017,1927628280.0,3.298073600781902,0.013883429672447014,False,True
2022-09-19,19537.02,129699.0,206.2,9342000.0,2447025000.0,0.0329,2533931956.98,86906956.98000002,86906956.98000002,86906956.98000002,1926320400.0,3.098528847288595,0.013883429672447014,False,True
2022-09-20,18875.0,130000.0,196.6,9342000.0,2447025000.0,0.0326,2453750000.0,6725000.0,6725000.0,6725000.0,1836637200.0,5.60985964430508,0.013915649753800044,False,True
2022-09-21,18461.36,130000.0,195.92,9342000.0,2447025000.0,0.0321,2399976800.0,-47048200.0,0.0,1.0,1830284640.0,21.327737332688102,0.013915649753800044,True,False
2022-09-22,19401.63,130000.0,192.32,9342000.0,2447025000.0,0.0319,2522211900.0,75186900.0,75186900.0,75186900.0,1796653440.0,3.1737039997735774,0.013915649753800044,False,True
2022-09-23,19289.91,130000.0,191.45,9342000.0,2447025000.0,0.031200000000000002,2507688300.0,60663300.0,60663300.0,60663300.0,1788525900.0,3.383808137639906,0.013915649753800044,False,True
2022-09-24,18920.5,130000.0,191.45,9342000.0,2447025000.0,0.031200000000000002,2459665000.0,12640000.0,12640000.0,12640000.0,1788525900.0,4.952280651284508,0.013915649753800044,False,True
2022-09-25,18807.38,130000.0,191.45,9342000.0,2447025000.0,0.031200000000000002,2444959400.0,-2065600.0,0.0,1.0,1788525900.0,21.304657597967495,0.013915649753800044,True,False
2022-09-26,19227.82,130000.0,200.18,9342000.0,2447025000.0,0.033,2499616600.0,52591600.0,52591600.0,52591600.0,1870081560.0,3.57118091269735,0.013915649753800044,False,True
2022-09-27,19079.13,130000.0,206.07,9342000.0,2447025000.0,0.0326,2480286900.0,33261900.0,33261900.0,33261900.0,1925105940.0,4.058323681164156,0.013915649753800044,False,True
2022-09-28,19412.82,130000.0,220.47,9342000.0,2447025000.0,0.0329,2523666600.0,76641600.0,76641600.0,76641600.0,2059630740.0,3.2911419830173965,0.013915649753800044,False,True
2022-09-29,19591.51,130000.0,211.82,9342000.0,2447025000.0,0.0326,2546896300.0,99871300.0,99871300.0,99871300.0,1978822440.0,2.986374862403117,0.013915649753800044,False,True
2022-09-30,19422.61,130000.0,212.26,9342000.0,2446213000.0,0.0322,2524939300.0,78726300.0,78726300.0,78726300.0,1982932920.0,3.2263550203840583,0.013915649753800044,False,True
2022-10-01,19310.95,130000.0,212.26,9342000.0,2446213000.0,0.0322,2510423500.0,64210500.0,64210500.0,64210500.0,1982932920.0,3.4301655516888805,0.013915649753800044,False,True
2022-10-02,19056.8,130000.0,212.26,9342000.0,2446213000.0,0.0322,2477384000.0,31171000.0,31171000.0,31171000.0,1982932920.0,4.1528441250187145,0.013915649753800044,False,True
2022-10-03,19629.08,130000.0,224.52,9342000.0,2446213000.0,0.0334,2551780400.0,105567400.0,105567400.0,105567400.0,2097465840.0,2.9891355406643623,0.013915649753800044,False,False
2022-10-04,20337.82,130000.0,248.74,9342000.0,2446213000.0,0.0332,2643916600.0,197703600.0,197703600.0,197703600.0,2323729080.0,2.464159596886535,0.013915649753800044,False,False
2022-10-05,20158.26,130000.0,242.19,9342000.0,2446213000.0,0.0333,2620573800.0,174360800.0,174360800.0,174360800.0,2262538980.0,2.5631161885869793,0.013915649753800044,False,False
2022-10-06,19960.67,130000.0,241.67,9342000.0,2446213000.0,0.0332,2594887100.0,148674100.0,148674100.0,148674100.0,2257681140.0,2.72033685917281,0.013915649753800044,False,False
2022-10-07,19530.09,130000.0,220.3,9342000.0,2446213000.0,0.0331,2538911700.0,92698700.0,92698700.0,92698700.0,2058042600.0,3.100156167147208,0.013915649753800044,False,True
2022-10-08,19417.96,130000.0,220.3,9342000.0,2446213000.0,0.0331,2524334800.0,78121800.0,78121800.0,78121800.0,2058042600.0,3.271241468670532,0.013915649753800044,False,True
2022-10-09,19439.02,130000.0,220.3,9342000.0,2446213000.0,0.0331,2527072600.0,80859600.0,80859600.0,80859600.0,2058042600.0,3.2367962985094914,0.013915649753800044,False,True
2022-10-10,19131.87,130000.0,220.65,9342000.0,2446213000.0,0.0331,2487143100.0,40930100.0,40930100.0,40930100.0,2061312300.0,3.9192323640984457,0.013915649753800044,False,True
2022-10-11,19060.0,130000.0,216.37,9342000.0,2446213000.0,0.0353,2477800000.0,31587000.0,31587000.0,31587000.0,2021328540.0,4.158764623736523,0.013915649753800044,False,True
2022-10-12,19155.53,130000.0,218.38,9342000.0,2446213000.0,0.0356,2490218900.0,44005900.0,44005900.0,44005900.0,2040105960.0,3.836433310827867,0.013915649753800044,False,True
2022-10-13,19375.13,130000.0,220.54,9342000.0,2446213000.0,0.0364,2518766900.0,72553900.0,72553900.0,72553900.0,2060284680.0,3.3462697124947316,0.013915649753800044,False,True
2022-10-14,19176.93,130000.0,209.31,9342000.0,2446213000.0,0.0365,2493000900.0,46787900.0,46787900.0,46787900.0,1955374020.0,3.732712146213157,0.013915649753800044,False,True
2022-10-15,19069.39,130000.0,209.31,9342000.0,2446213000.0,0.0365,2479020700.0,32807700.0,32807700.0,32807700.0,1955374020.0,4.087673524762413,0.013915649753800044,False,True
2022-10-16,19262.98,130000.0,209.31,9342000.0,2446213000.0,0.0365,2504187400.0,57974400.0,57974400.0,57974400.0,1955374020.0,3.5183352348996166,0.013915649753800044,False,True
2022-10-17,19549.86,130000.0,221.13,9342000.0,2446213000.0,0.0382,2541481800.0,95268800.0,95268800.0,95268800.0,2065796460.0,3.0765687560902766,0.013915649753800044,False,True
2022-10-18,19327.44,130000.0,235.0,9342000.0,2446213000.0,0.038900000000000004,2512567200.0,66354200.0,66354200.0,66354200.0,2195370000.0,3.4990988167710406,0.013915649753800044,False,True
2022-10-19,19123.97,130000.0,226.08,9342000.0,2446213000.0,0.0391,2486116100.0,39903100.0,39903100.0,39903100.0,2112039360.0,3.9689552659027676,0.013915649753800044,False,True
2022-10-20,19041.92,130000.0,221.01,9342000.0,2446213000.0,0.0391,2475449600.0,29236600.0,29236600.0,29236600.0,2064675420.0,4.257306962391873,0.013915649753800044,False,True
2022-10-21,19164.37,130000.0,232.62,9342000.0,2446213000.0,0.039,2491368100.0,45155100.0,45155100.0,45155100.0,2173136040.0,3.8738233526963235,0.013915649753800044,False,True
2022-10-22,19204.35,130000.0,232.62,9342000.0,2446213000.0,0.039,2496565500.0,50352500.0,50352500.0,50352500.0,2173136040.0,3.7648783126259096,0.013915649753800044,False,True
2022-10-23,19570.4,130000.0,232.62,9342000.0,2446213000.0,0.039,2544152000.0,97939000.0,97939000.0,97939000.0,2173136040.0,3.0995817471016203,0.013915649753800044,False,True
2022-10-24,19329.72,130000.0,237.6,9342000.0,2446213000.0,0.04,2512863600.0,66650600.0,66650600.0,66650600.0,2219659200.0,3.5056449007336457,0.013915649753800044,False,True
2022-10-25,20080.07,130000.0,268.69,9342000.0,2446213000.0,0.0397,2610409100.0,164196100.0,164196100.0,164196100.0,2510101980.0,2.7270172155688237,0.013915649753800044,False,False
